Year,UNIT_MEASURE,Regions,Area,Sex,Value,M49_country_code
2010,per 100000 population,Soltustik Kazakhstan,rural,,19.0,KAZ
2010,per 100000 population,Shygys Kazakhstan,rural,,20.96,KAZ
2010,per 100000 population,,,Male,31.46,KAZ
2010,per 100000 population,Akmola,,Male,27.98,KAZ
2010,per 100000 population,Aktobe,,Male,22.39,KAZ
2010,per 100000 population,Almaty,,Male,37.81,KAZ
2010,per 100000 population,Atyrau,,Male,1.94,KAZ
2010,per 100000 population,Batys Kazakhstan,,Male,19.84,KAZ
2010,per 100000 population,Zhambyl,,Male,46.75,KAZ
2010,per 100000 population,Karagandy,,Male,31.07,KAZ
2010,per 100000 population,Kostanay,,Male,19.7,KAZ
2010,per 100000 population,Kyzylorda,,Male,29.76,KAZ
2010,per 100000 population,Mangistau,,Male,36.55,KAZ
2010,per 100000 population,Ontustik Kazakhstan,,Male,50.05,KAZ
2010,per 100000 population,Pavlodar,,Male,22.25,KAZ
2010,per 100000 population,Soltustik Kazakhstan,,Male,26.65,KAZ
2010,per 100000 population,Shygys Kazakhstan,,Male,29.37,KAZ
2010,per 100000 population,Nur-Sultan city,,Male,20.13,KAZ
2010,per 100000 population,Almaty city,,Male,20.39,KAZ
2010,per 100000 population,,urban,Male,27.39,KAZ
2010,per 100000 population,Akmola,urban,Male,26.91,KAZ
2010,per 100000 population,Aktobe,urban,Male,19.84,KAZ
2010,per 100000 population,Almaty,urban,Male,38.76,KAZ
2010,per 100000 population,Atyrau,urban,Male,2.51,KAZ
2010,per 100000 population,Batys Kazakhstan,urban,Male,18.8,KAZ
2010,per 100000 population,Zhambyl,urban,Male,42.89,KAZ
2010,per 100000 population,Karagandy,urban,Male,30.31,KAZ
2010,per 100000 population,Kostanay,urban,Male,16.35,KAZ
2010,per 100000 population,Kyzylorda,urban,Male,27.38,KAZ
2010,per 100000 population,Mangistau,urban,Male,36.27,KAZ
2010,per 100000 population,Ontustik Kazakhstan,urban,Male,50.06,KAZ
2010,per 100000 population,Pavlodar,urban,Male,17.9,KAZ
2010,per 100000 population,Soltustik Kazakhstan,urban,Male,19.47,KAZ
2010,per 100000 population,Shygys Kazakhstan,urban,Male,25.12,KAZ
2010,per 100000 population,Nur-Sultan city,urban,Male,20.13,KAZ
2010,per 100000 population,Almaty city,urban,Male,20.39,KAZ
2010,per 100000 population,,rural,Male,36.05,KAZ
2010,per 100000 population,Akmola,rural,Male,28.86,KAZ
2010,per 100000 population,Aktobe,rural,Male,26.17,KAZ
2010,per 100000 population,Almaty,rural,Male,37.53,KAZ
2010,per 100000 population,Atyrau,rural,Male,1.45,KAZ
2010,per 100000 population,Batys Kazakhstan,rural,Male,20.71,KAZ
2010,per 100000 population,Zhambyl,rural,Male,49.22,KAZ
2010,per 100000 population,Karagandy,rural,Male,33.55,KAZ
2010,per 100000 population,Kostanay,rural,Male,22.85,KAZ
2010,per 100000 population,Kyzylorda,rural,Male,31.42,KAZ
2010,per 100000 population,Mangistau,rural,Male,36.86,KAZ
2010,per 100000 population,Ontustik Kazakhstan,rural,Male,50.04,KAZ
2010,per 100000 population,Pavlodar,rural,Male,31.04,KAZ
2010,per 100000 population,Soltustik Kazakhstan,rural,Male,31.12,KAZ
2010,per 100000 population,Shygys Kazakhstan,rural,Male,34.73,KAZ
2010,per 100000 population,,,Female,10.72,KAZ
2010,per 100000 population,Akmola,,Female,12.09,KAZ
2010,per 100000 population,Aktobe,,Female,7.5,KAZ
2010,per 100000 population,Almaty,,Female,11.96,KAZ
2010,per 100000 population,Atyrau,,Female,5.58,KAZ
2010,per 100000 population,Batys Kazakhstan,,Female,9.24,KAZ
2010,per 100000 population,Zhambyl,,Female,16.87,KAZ
2010,per 100000 population,Karagandy,,Female,10.67,KAZ
2010,per 100000 population,Kostanay,,Female,4.5,KAZ
2010,per 100000 population,Kyzylorda,,Female,11.76,KAZ
2010,per 100000 population,Mangistau,,Female,7.33,KAZ
2010,per 100000 population,Ontustik Kazakhstan,,Female,15.18,KAZ
2010,per 100000 population,Pavlodar,,Female,10.89,KAZ
2010,per 100000 population,Soltustik Kazakhstan,,Female,9.36,KAZ
2010,per 100000 population,Shygys Kazakhstan,,Female,7.63,KAZ
2010,per 100000 population,Nur-Sultan city,,Female,8.98,KAZ
2010,per 100000 population,Almaty city,,Female,9.48,KAZ
2010,per 100000 population,,urban,Female,10.82,KAZ
2010,per 100000 population,Akmola,urban,Female,15.33,KAZ
2010,per 100000 population,Aktobe,urban,Female,8.0,KAZ
2010,per 100000 population,Almaty,urban,Female,15.31,KAZ
2010,per 100000 population,Atyrau,urban,Female,6.86,KAZ
2010,per 100000 population,Batys Kazakhstan,urban,Female,7.8,KAZ
2010,per 100000 population,Zhambyl,urban,Female,19.7,KAZ
2010,per 100000 population,Karagandy,urban,Female,10.29,KAZ
2010,per 100000 population,Kostanay,urban,Female,4.99,KAZ
2010,per 100000 population,Kyzylorda,urban,Female,7.96,KAZ
2010,per 100000 population,Mangistau,urban,Female,10.69,KAZ
2010,per 100000 population,Ontustik Kazakhstan,urban,Female,16.96,KAZ
2010,per 100000 population,Pavlodar,urban,Female,9.43,KAZ
2010,per 100000 population,Soltustik Kazakhstan,urban,Female,12.25,KAZ
2010,per 100000 population,Shygys Kazakhstan,urban,Female,7.79,KAZ
2010,per 100000 population,Nur-Sultan city,urban,Female,8.98,KAZ
2010,per 100000 population,Almaty city,urban,Female,9.48,KAZ
2010,per 100000 population,,rural,Female,10.58,KAZ
2010,per 100000 population,Akmola,rural,Female,9.1,KAZ
2010,per 100000 population,Aktobe,rural,Female,6.68,KAZ
2010,per 100000 population,Almaty,rural,Female,10.89,KAZ
2010,per 100000 population,Atyrau,rural,Female,4.36,KAZ
2010,per 100000 population,Batys Kazakhstan,rural,Female,10.63,KAZ
2010,per 100000 population,Zhambyl,rural,Female,14.84,KAZ
2010,per 100000 population,Karagandy,rural,Female,12.11,KAZ
2010,per 100000 population,Kostanay,rural,Female,3.99,KAZ
2010,per 100000 population,Kyzylorda,rural,Female,14.65,KAZ
2010,per 100000 population,Mangistau,rural,Female,3.36,KAZ
2010,per 100000 population,Ontustik Kazakhstan,rural,Female,13.97,KAZ
2010,per 100000 population,Pavlodar,rural,Female,14.28,KAZ
2010,per 100000 population,Soltustik Kazakhstan,rural,Female,7.26,KAZ
2010,per 100000 population,Shygys Kazakhstan,rural,Female,7.38,KAZ
2011,per 100000 population,,,,19.33,KAZ
2011,per 100000 population,Akmola,,,15.43,KAZ
2011,per 100000 population,Aktobe,,,14.07,KAZ
2011,per 100000 population,Almaty,,,26.71,KAZ
2011,per 100000 population,Atyrau,,,20.65,KAZ
2011,per 100000 population,Batys Kazakhstan,,,17.2,KAZ
2011,per 100000 population,Zhambyl,,,30.35,KAZ
2011,per 100000 population,Karagandy,,,16.38,KAZ
2011,per 100000 population,Kostanay,,,11.36,KAZ
2011,per 100000 population,Kyzylorda,,,18.54,KAZ
2011,per 100000 population,Mangistau,,,16.45,KAZ
2011,per 100000 population,Ontustik Kazakhstan,,,27.13,KAZ
2011,per 100000 population,Pavlodar,,,16.47,KAZ
2011,per 100000 population,Soltustik Kazakhstan,,,11.76,KAZ
2011,per 100000 population,Shygys Kazakhstan,,,16.11,KAZ
2011,per 100000 population,Nur-Sultan city,,,10.28,KAZ
2011,per 100000 population,Almaty city,,,14.11,KAZ
2011,per 100000 population,,urban,,17.11,KAZ
2011,per 100000 population,Akmola,urban,,14.32,KAZ
2011,per 100000 population,Aktobe,urban,,12.25,KAZ
2011,per 100000 population,Almaty,urban,,26.72,KAZ
2011,per 100000 population,Atyrau,urban,,21.37,KAZ
2011,per 100000 population,Batys Kazakhstan,urban,,20.78,KAZ
2011,per 100000 population,Zhambyl,urban,,29.59,KAZ
2011,per 100000 population,Karagandy,urban,,16.23,KAZ
2011,per 100000 population,Kostanay,urban,,10.34,KAZ
2011,per 100000 population,Kyzylorda,urban,,14.39,KAZ
2011,per 100000 population,Mangistau,urban,,20.08,KAZ
2011,per 100000 population,Ontustik Kazakhstan,urban,,26.26,KAZ
2011,per 100000 population,Pavlodar,urban,,13.45,KAZ
2011,per 100000 population,Soltustik Kazakhstan,urban,,10.47,KAZ
2011,per 100000 population,Shygys Kazakhstan,urban,,15.8,KAZ
2011,per 100000 population,Nur-Sultan city,urban,,10.28,KAZ
2011,per 100000 population,Almaty city,urban,,14.11,KAZ
2011,per 100000 population,,rural,,22.01,KAZ
2011,per 100000 population,Akmola,rural,,16.4,KAZ
2011,per 100000 population,Aktobe,rural,,16.98,KAZ
2011,per 100000 population,Almaty,rural,,26.7,KAZ
2011,per 100000 population,Atyrau,rural,,19.99,KAZ
2011,per 100000 population,Batys Kazakhstan,rural,,13.89,KAZ
2011,per 100000 population,Zhambyl,rural,,30.86,KAZ
2011,per 100000 population,Karagandy,rural,,16.92,KAZ
2011,per 100000 population,Kostanay,rural,,12.39,KAZ
2011,per 100000 population,Kyzylorda,rural,,21.58,KAZ
2011,per 100000 population,Mangistau,rural,,12.49,KAZ
2011,per 100000 population,Ontustik Kazakhstan,rural,,27.7,KAZ
2011,per 100000 population,Pavlodar,rural,,23.13,KAZ
2011,per 100000 population,Soltustik Kazakhstan,rural,,12.65,KAZ
2011,per 100000 population,Shygys Kazakhstan,rural,,16.54,KAZ
2011,per 100000 population,,,Male,28.78,KAZ
2011,per 100000 population,Akmola,,Male,24.34,KAZ
2011,per 100000 population,Aktobe,,Male,20.2,KAZ
2011,per 100000 population,Almaty,,Male,38.67,KAZ
2011,per 100000 population,Atyrau,,Male,29.24,KAZ
2011,per 100000 population,Batys Kazakhstan,,Male,25.46,KAZ
2011,per 100000 population,Zhambyl,,Male,45.79,KAZ
2011,per 100000 population,Karagandy,,Male,26.1,KAZ
2011,per 100000 population,Kostanay,,Male,18.05,KAZ
2011,per 100000 population,Kyzylorda,,Male,26.94,KAZ
2011,per 100000 population,Mangistau,,Male,22.61,KAZ
2011,per 100000 population,Ontustik Kazakhstan,,Male,39.96,KAZ
2011,per 100000 population,Pavlodar,,Male,26.76,KAZ
2011,per 100000 population,Soltustik Kazakhstan,,Male,16.83,KAZ
2011,per 100000 population,Shygys Kazakhstan,,Male,24.41,KAZ
2011,per 100000 population,Nur-Sultan city,,Male,15.47,KAZ
2011,per 100000 population,Almaty city,,Male,18.81,KAZ
2011,per 100000 population,,urban,Male,25.11,KAZ
2011,per 100000 population,Akmola,urban,Male,20.63,KAZ
2011,per 100000 population,Aktobe,urban,Male,16.79,KAZ
2011,per 100000 population,Almaty,urban,Male,38.62,KAZ
2011,per 100000 population,Atyrau,urban,Male,30.12,KAZ
2011,per 100000 population,Batys Kazakhstan,urban,Male,32.37,KAZ
2011,per 100000 population,Zhambyl,urban,Male,46.71,KAZ
2011,per 100000 population,Karagandy,urban,Male,25.83,KAZ
2011,per 100000 population,Kostanay,urban,Male,15.26,KAZ
2011,per 100000 population,Kyzylorda,urban,Male,19.24,KAZ
2011,per 100000 population,Mangistau,urban,Male,28.01,KAZ
2011,per 100000 population,Ontustik Kazakhstan,urban,Male,38.85,KAZ
2011,per 100000 population,Pavlodar,urban,Male,20.76,KAZ
2011,per 100000 population,Soltustik Kazakhstan,urban,Male,11.12,KAZ
2011,per 100000 population,Shygys Kazakhstan,urban,Male,23.12,KAZ
2011,per 100000 population,Nur-Sultan city,urban,Male,15.47,KAZ
2011,per 100000 population,Almaty city,urban,Male,18.81,KAZ
2011,per 100000 population,,rural,Male,32.95,KAZ
2011,per 100000 population,Akmola,rural,Male,27.41,KAZ
2011,per 100000 population,Aktobe,rural,Male,25.35,KAZ
2011,per 100000 population,Almaty,rural,Male,38.69,KAZ
2011,per 100000 population,Atyrau,rural,Male,28.46,KAZ
2011,per 100000 population,Batys Kazakhstan,rural,Male,19.54,KAZ
2011,per 100000 population,Zhambyl,rural,Male,45.2,KAZ
2011,per 100000 population,Karagandy,rural,Male,26.98,KAZ
2011,per 100000 population,Kostanay,rural,Male,20.72,KAZ
2011,per 100000 population,Kyzylorda,rural,Male,32.36,KAZ
2011,per 100000 population,Mangistau,rural,Male,16.96,KAZ
2011,per 100000 population,Ontustik Kazakhstan,rural,Male,40.64,KAZ
2011,per 100000 population,Pavlodar,rural,Male,39.02,KAZ
2011,per 100000 population,Soltustik Kazakhstan,rural,Male,20.42,KAZ
2011,per 100000 population,Shygys Kazakhstan,rural,Male,26.07,KAZ
2011,per 100000 population,,,Female,10.53,KAZ
2011,per 100000 population,Akmola,,Female,7.12,KAZ
2011,per 100000 population,Aktobe,,Female,8.38,KAZ
2011,per 100000 population,Almaty,,Female,15.17,KAZ
2011,per 100000 population,Atyrau,,Female,12.4,KAZ
2011,per 100000 population,Batys Kazakhstan,,Female,9.5,KAZ
2011,per 100000 population,Zhambyl,,Female,15.62,KAZ
2011,per 100000 population,Karagandy,,Female,7.69,KAZ
2011,per 100000 population,Kostanay,,Female,5.38,KAZ
2011,per 100000 population,Kyzylorda,,Female,10.17,KAZ
2011,per 100000 population,Mangistau,,Female,10.38,KAZ
2011,per 100000 population,Ontustik Kazakhstan,,Female,14.57,KAZ
2011,per 100000 population,Pavlodar,,Female,7.33,KAZ
2011,per 100000 population,Soltustik Kazakhstan,,Female,7.16,KAZ
2011,per 100000 population,Shygys Kazakhstan,,Female,8.59,KAZ
2011,per 100000 population,Nur-Sultan city,,Female,5.39,KAZ
2011,per 100000 population,Almaty city,,Female,10.16,KAZ
2011,per 100000 population,,urban,Female,10.08,KAZ
2011,per 100000 population,Akmola,urban,Female,8.79,KAZ
2011,per 100000 population,Aktobe,urban,Female,8.23,KAZ
2011,per 100000 population,Almaty,urban,Female,15.96,KAZ
2011,per 100000 population,Atyrau,urban,Female,13.37,KAZ
2011,per 100000 population,Batys Kazakhstan,urban,Female,10.78,KAZ
2011,per 100000 population,Zhambyl,urban,Female,14.33,KAZ
2011,per 100000 population,Karagandy,urban,Female,7.92,KAZ
2011,per 100000 population,Kostanay,urban,Female,6.21,KAZ
2011,per 100000 population,Kyzylorda,urban,Female,9.78,KAZ
2011,per 100000 population,Mangistau,urban,Female,12.57,KAZ
2011,per 100000 population,Ontustik Kazakhstan,urban,Female,14.6,KAZ
2011,per 100000 population,Pavlodar,urban,Female,7.21,KAZ
2011,per 100000 population,Soltustik Kazakhstan,urban,Female,9.94,KAZ
2011,per 100000 population,Shygys Kazakhstan,urban,Female,9.59,KAZ
2011,per 100000 population,Nur-Sultan city,urban,Female,5.39,KAZ
2011,per 100000 population,Almaty city,urban,Female,10.16,KAZ
2011,per 100000 population,,rural,Female,11.11,KAZ
2011,per 100000 population,Akmola,rural,Female,5.59,KAZ
2011,per 100000 population,Aktobe,rural,Female,8.64,KAZ
2011,per 100000 population,Almaty,rural,Female,14.92,KAZ
2011,per 100000 population,Atyrau,rural,Female,11.47,KAZ
2011,per 100000 population,Batys Kazakhstan,rural,Female,8.22,KAZ
2011,per 100000 population,Zhambyl,rural,Female,16.54,KAZ
2011,per 100000 population,Karagandy,rural,Female,6.79,KAZ
2011,per 100000 population,Kostanay,rural,Female,4.48,KAZ
2011,per 100000 population,Kyzylorda,rural,Female,10.46,KAZ
2011,per 100000 population,Mangistau,rural,Female,7.91,KAZ
2011,per 100000 population,Ontustik Kazakhstan,rural,Female,14.56,KAZ
2011,per 100000 population,Pavlodar,rural,Female,7.62,KAZ
2011,per 100000 population,Soltustik Kazakhstan,rural,Female,5.1,KAZ
2011,per 100000 population,Shygys Kazakhstan,rural,Female,7.12,KAZ
2012,per 100000 population,,,,19.11,KAZ
2012,per 100000 population,Akmola,,,14.89,KAZ
2012,per 100000 population,Aktobe,,,17.19,KAZ
2012,per 100000 population,Almaty,,,26.61,KAZ
2012,per 100000 population,Atyrau,,,20.4,KAZ
2012,per 100000 population,Batys Kazakhstan,,,18.86,KAZ
2012,per 100000 population,Zhambyl,,,27.76,KAZ
2012,per 100000 population,Karagandy,,,21.32,KAZ
2012,per 100000 population,Kostanay,,,11.93,KAZ
2012,per 100000 population,Kyzylorda,,,19.17,KAZ
2012,per 100000 population,Mangistau,,,16.34,KAZ
2012,per 100000 population,Ontustik Kazakhstan,,,22.64,KAZ
2012,per 100000 population,Pavlodar,,,14.97,KAZ
2012,per 100000 population,Soltustik Kazakhstan,,,12.55,KAZ
2012,per 100000 population,Shygys Kazakhstan,,,16.49,KAZ
2012,per 100000 population,Nur-Sultan city,,,11.05,KAZ
2012,per 100000 population,Almaty city,,,14.02,KAZ
2012,per 100000 population,,urban,,16.57,KAZ
2012,per 100000 population,Akmola,urban,,13.99,KAZ
2012,per 100000 population,Aktobe,urban,,14.96,KAZ
2012,per 100000 population,Almaty,urban,,27.66,KAZ
2012,per 100000 population,Atyrau,urban,,23.45,KAZ
2012,per 100000 population,Batys Kazakhstan,urban,,21.33,KAZ
2012,per 100000 population,Zhambyl,urban,,25.65,KAZ
2012,per 100000 population,Karagandy,urban,,18.11,KAZ
2012,per 100000 population,Kostanay,urban,,7.58,KAZ
2012,per 100000 population,Kyzylorda,urban,,19.28,KAZ
2012,per 100000 population,Mangistau,urban,,15.45,KAZ
2012,per 100000 population,Ontustik Kazakhstan,urban,,20.73,KAZ
2012,per 100000 population,Pavlodar,urban,,14.91,KAZ
2012,per 100000 population,Soltustik Kazakhstan,urban,,10.46,KAZ
2012,per 100000 population,Shygys Kazakhstan,urban,,13.39,KAZ
2012,per 100000 population,Nur-Sultan city,urban,,11.05,KAZ
2012,per 100000 population,Almaty city,urban,,14.02,KAZ
2012,per 100000 population,,rural,,22.19,KAZ
2012,per 100000 population,Akmola,rural,,15.68,KAZ
2012,per 100000 population,Aktobe,rural,,20.77,KAZ
2012,per 100000 population,Almaty,rural,,26.29,KAZ
2012,per 100000 population,Atyrau,rural,,17.56,KAZ
2012,per 100000 population,Batys Kazakhstan,rural,,16.51,KAZ
2012,per 100000 population,Zhambyl,rural,,29.16,KAZ
2012,per 100000 population,Karagandy,rural,,32.93,KAZ
2012,per 100000 population,Kostanay,rural,,16.47,KAZ
2012,per 100000 population,Kyzylorda,rural,,19.09,KAZ
2012,per 100000 population,Mangistau,rural,,17.28,KAZ
2012,per 100000 population,Ontustik Kazakhstan,rural,,23.87,KAZ
2012,per 100000 population,Pavlodar,rural,,15.1,KAZ
2012,per 100000 population,Soltustik Kazakhstan,rural,,14.0,KAZ
2012,per 100000 population,Shygys Kazakhstan,rural,,20.83,KAZ
2012,per 100000 population,,,Male,29.25,KAZ
2012,per 100000 population,Akmola,,Male,23.76,KAZ
2012,per 100000 population,Aktobe,,Male,27.55,KAZ
2012,per 100000 population,Almaty,,Male,39.08,KAZ
2012,per 100000 population,Atyrau,,Male,28.6,KAZ
2012,per 100000 population,Batys Kazakhstan,,Male,24.92,KAZ
2012,per 100000 population,Zhambyl,,Male,42.51,KAZ
2012,per 100000 population,Karagandy,,Male,32.37,KAZ
2012,per 100000 population,Kostanay,,Male,20.46,KAZ
2012,per 100000 population,Kyzylorda,,Male,30.6,KAZ
2012,per 100000 population,Mangistau,,Male,23.16,KAZ
2012,per 100000 population,Ontustik Kazakhstan,,Male,33.58,KAZ
2012,per 100000 population,Pavlodar,,Male,24.42,KAZ
2012,per 100000 population,Soltustik Kazakhstan,,Male,19.85,KAZ
2012,per 100000 population,Shygys Kazakhstan,,Male,28.51,KAZ
2012,per 100000 population,Nur-Sultan city,,Male,15.78,KAZ
2012,per 100000 population,Almaty city,,Male,21.31,KAZ
2012,per 100000 population,,urban,Male,25.41,KAZ
2012,per 100000 population,Akmola,urban,Male,22.42,KAZ
2012,per 100000 population,Aktobe,urban,Male,24.38,KAZ
2012,per 100000 population,Almaty,urban,Male,42.69,KAZ
2012,per 100000 population,Atyrau,urban,Male,35.66,KAZ
2012,per 100000 population,Batys Kazakhstan,urban,Male,30.27,KAZ
2012,per 100000 population,Zhambyl,urban,Male,38.87,KAZ
2012,per 100000 population,Karagandy,urban,Male,27.3,KAZ
2012,per 100000 population,Kostanay,urban,Male,13.65,KAZ
2012,per 100000 population,Kyzylorda,urban,Male,29.49,KAZ
2012,per 100000 population,Mangistau,urban,Male,22.35,KAZ
2012,per 100000 population,Ontustik Kazakhstan,urban,Male,29.01,KAZ
2012,per 100000 population,Pavlodar,urban,Male,24.42,KAZ
2012,per 100000 population,Soltustik Kazakhstan,urban,Male,16.66,KAZ
2012,per 100000 population,Shygys Kazakhstan,urban,Male,23.53,KAZ
2012,per 100000 population,Nur-Sultan city,urban,Male,15.78,KAZ
2012,per 100000 population,Almaty city,urban,Male,21.31,KAZ
2012,per 100000 population,,rural,Male,33.61,KAZ
2012,per 100000 population,Akmola,rural,Male,24.87,KAZ
2012,per 100000 population,Aktobe,rural,Male,32.37,KAZ
2012,per 100000 population,Almaty,rural,Male,38.03,KAZ
2012,per 100000 population,Atyrau,rural,Male,22.38,KAZ
2012,per 100000 population,Batys Kazakhstan,rural,Male,20.23,KAZ
2012,per 100000 population,Zhambyl,rural,Male,44.8,KAZ
2012,per 100000 population,Karagandy,rural,Male,49.33,KAZ
2012,per 100000 population,Kostanay,rural,Male,27.11,KAZ
2012,per 100000 population,Kyzylorda,rural,Male,31.39,KAZ
2012,per 100000 population,Mangistau,rural,Male,23.97,KAZ
2012,per 100000 population,Ontustik Kazakhstan,rural,Male,36.39,KAZ
2012,per 100000 population,Pavlodar,rural,Male,24.43,KAZ
2012,per 100000 population,Soltustik Kazakhstan,rural,Male,21.89,KAZ
2012,per 100000 population,Shygys Kazakhstan,rural,Male,34.96,KAZ
2012,per 100000 population,,,Female,9.66,KAZ
2012,per 100000 population,Akmola,,Female,6.6,KAZ
2012,per 100000 population,Aktobe,,Female,7.56,KAZ
2012,per 100000 population,Almaty,,Female,14.58,KAZ
2012,per 100000 population,Atyrau,,Female,12.51,KAZ
2012,per 100000 population,Batys Kazakhstan,,Female,13.2,KAZ
2012,per 100000 population,Zhambyl,,Female,13.63,KAZ
2012,per 100000 population,Karagandy,,Female,11.42,KAZ
2012,per 100000 population,Kostanay,,Female,4.31,KAZ
2012,per 100000 population,Kyzylorda,,Female,7.77,KAZ
2012,per 100000 population,Mangistau,,Female,9.63,KAZ
2012,per 100000 population,Ontustik Kazakhstan,,Female,11.89,KAZ
2012,per 100000 population,Pavlodar,,Female,6.56,KAZ
2012,per 100000 population,Soltustik Kazakhstan,,Female,5.91,KAZ
2012,per 100000 population,Shygys Kazakhstan,,Female,5.6,KAZ
2012,per 100000 population,Nur-Sultan city,,Female,6.62,KAZ
2012,per 100000 population,Almaty city,,Female,7.92,KAZ
2012,per 100000 population,,urban,Female,8.79,KAZ
2012,per 100000 population,Akmola,urban,Female,6.58,KAZ
2012,per 100000 population,Aktobe,urban,Female,6.59,KAZ
2012,per 100000 population,Almaty,urban,Female,14.04,KAZ
2012,per 100000 population,Atyrau,urban,Female,12.3,KAZ
2012,per 100000 population,Batys Kazakhstan,urban,Female,13.63,KAZ
2012,per 100000 population,Zhambyl,urban,Female,13.82,KAZ
2012,per 100000 population,Karagandy,urban,Female,10.15,KAZ
2012,per 100000 population,Kostanay,urban,Female,2.46,KAZ
2012,per 100000 population,Kyzylorda,urban,Female,9.57,KAZ
2012,per 100000 population,Mangistau,urban,Female,8.9,KAZ
2012,per 100000 population,Ontustik Kazakhstan,urban,Female,13.03,KAZ
2012,per 100000 population,Pavlodar,urban,Female,6.81,KAZ
2012,per 100000 population,Soltustik Kazakhstan,urban,Female,5.35,KAZ
2012,per 100000 population,Shygys Kazakhstan,urban,Female,4.78,KAZ
2012,per 100000 population,Nur-Sultan city,urban,Female,6.62,KAZ
2012,per 100000 population,Almaty city,urban,Female,7.92,KAZ
2012,per 100000 population,,rural,Female,10.79,KAZ
2012,per 100000 population,Akmola,rural,Female,6.63,KAZ
2012,per 100000 population,Aktobe,rural,Female,9.22,KAZ
2012,per 100000 population,Almaty,rural,Female,14.75,KAZ
2012,per 100000 population,Atyrau,rural,Female,12.71,KAZ
2012,per 100000 population,Batys Kazakhstan,rural,Female,12.75,KAZ
2012,per 100000 population,Zhambyl,rural,Female,13.5,KAZ
2012,per 100000 population,Karagandy,rural,Female,16.37,KAZ
2012,per 100000 population,Kostanay,rural,Female,6.34,KAZ
2012,per 100000 population,Kyzylorda,rural,Female,6.39,KAZ
2012,per 100000 population,Mangistau,rural,Female,10.43,KAZ
2012,per 100000 population,Ontustik Kazakhstan,rural,Female,11.13,KAZ
2012,per 100000 population,Pavlodar,rural,Female,5.98,KAZ
2012,per 100000 population,Soltustik Kazakhstan,rural,Female,6.33,KAZ
2012,per 100000 population,Shygys Kazakhstan,rural,Female,6.85,KAZ
2013,per 100000 population,,,,19.08,KAZ
2013,per 100000 population,Akmola,,,16.21,KAZ
2013,per 100000 population,Aktobe,,,19.19,KAZ
2013,per 100000 population,Almaty,,,28.54,KAZ
2013,per 100000 population,Atyrau,,,20.3,KAZ
2013,per 100000 population,Batys Kazakhstan,,,18.36,KAZ
2013,per 100000 population,Zhambyl,,,26.55,KAZ
